DEVICE	ROOM	DATE	a1	a2	a3
f29b5b253544424bbbe0d83e5bad0a10	C3.01	01.01.2020 12:02:00	0	0	6.5797124
c0ae6612fb4b4361ae56ca1bb2822b45	C3.02	01.01.2020 12:02:00	9.588291	20.620827	0
e38c2db1fb1146a5b33bb91874a68112	C3.02	01.01.2020 12:02:00	0	0	13.144484
486ef56c846b4ee9badcbe35c0f87914	C3.01	01.01.2020 12:02:00	26.176752	25.643894	7.8957434
6ffab5cec2774e7a9e3dd51a255ecd3b	C3.02	01.01.2020 12:02:00	16.344793	29.687052	10.171712
2245b7630b2b4086a871f3bf40de5ccc	C3.02	01.01.2020 12:02:00	10.343368	22.59415	14.9313345
06fb8a104cc944179134dce57bc3c784	C3.02	01.01.2020 12:02:00	0	21.133987	0
f89da077c76940ffab214be89ec88301	C3.03	01.01.2020 12:02:00	8.656761	0	34.96528
5f5248e0224748ef8bc748adbe860b14	C3.02	01.01.2020 12:02:00	10.566771	23.93019	13.322883
0690d6645b464bbbb21c583e604408e6	C3.02	01.01.2020 12:02:00	0	20.80701	0
c8665cbdfacf4399a1c3ba0ee67c783f	C3.01	01.01.2020 12:02:00	20.745436	66.61716	8.285006
ae8b36d49ed64ecb9ea045514536b03e	C3.03	01.01.2020 12:02:00	0	15.176561	0
fa095518ce334658862e91ff607474b6	C3.03	01.01.2020 12:02:00	9.282903	0	17.669426
e21f7bc37fdc46bf911f11e4d2095e2e	C3.02	01.01.2020 12:02:00	9.987198	0	0
33010b05012c495aa56fb699589be003	C3.01	01.01.2020 12:02:00	66.86301	0	0
a4b98e11a200457cb32559f1604deefc	C3.01	01.01.2020 12:02:00	24.595036	0	0
e9ce10747ffd4d9cbdb1a79797803adc	C3.01	01.01.2020 12:02:00	28.634127	18.86034	6.1248093
b1d66ad504b64339a7cef62d22dcb468	C3.02	01.01.2020 12:02:00	13.572098	68.92058	10.417682
097d7b56ad5a4bef93cf64388f1c382c	C3.01	01.01.2020 12:02:00	0	0	7.120179
b4b387f0fdee4feba0d77d113e976065	C3.01	01.01.2020 12:02:00	17.93355	37.51532	9.514992
9824c45db7be462ab523a7d80f84bd6d	C3.02	01.01.2020 12:02:00	13.193409	32.126846	11.98167
2c429993257342fbad6d676046962061	C3.02	01.01.2020 12:02:00	13.804209	102.945465	0
596780b8b29c4931b6474640d219ab81	C3.01	01.01.2020 12:02:00	0	0	6.50076
c7f39281a8274d829f96b7a02b3e43e3	C3.03	01.01.2020 12:02:00	0	17.901321	0
73f7eeb8ec5243858f9ec2dfcaea6033	C3.03	01.01.2020 12:02:00	7.0734987	0	0
3a23ddf84bbc42158c7ad58b4f8e8ee2	C3.02	01.01.2020 12:02:00	13.296552	0	0
5a458027724c454eb485adfe7344a804	C3.01	01.01.2020 12:02:00	28.508652	0	0
6ae954141a964add89245c377fb6d1ea	C3.01	01.01.2020 12:03:00	47.624317	0	0
f4bbde7a3e114100bdba9a3f6784bc60	C3.02	01.01.2020 12:03:00	9.500986	19.872982	0
cbfb186d05644235a948241fb896cf60	C3.01	01.01.2020 12:03:00	61.00542	18.042933	0
f29b5b253544424bbbe0d83e5bad0a10	C3.01	01.01.2020 12:03:00	21.969185	0	0
c0ae6612fb4b4361ae56ca1bb2822b45	C3.02	01.01.2020 12:03:00	0	20.647644	0
e38c2db1fb1146a5b33bb91874a68112	C3.02	01.01.2020 12:03:00	10.739256	0	0
486ef56c846b4ee9badcbe35c0f87914	C3.01	01.01.2020 12:03:00	27.878523	26.64981	7.933584
6ffab5cec2774e7a9e3dd51a255ecd3b	C3.02	01.01.2020 12:03:00	16.978638	30.735352	10.912464
2245b7630b2b4086a871f3bf40de5ccc	C3.02	01.01.2020 12:03:00	9.491671	0	0
06fb8a104cc944179134dce57bc3c784	C3.02	01.01.2020 12:03:00	15.595186	20.457321	0
f89da077c76940ffab214be89ec88301	C3.03	01.01.2020 12:03:00	8.04184	11.121897	0
5f5248e0224748ef8bc748adbe860b14	C3.02	01.01.2020 12:03:00	0	23.703962	13.077608
0690d6645b464bbbb21c583e604408e6	C3.02	01.01.2020 12:03:00	12.62624	19.350546	12.585318
c8665cbdfacf4399a1c3ba0ee67c783f	C3.01	01.01.2020 12:03:00	18.89	58.410553	8.230452
ae8b36d49ed64ecb9ea045514536b03e	C3.03	01.01.2020 12:03:00	0	15.033182	0
fa095518ce334658862e91ff607474b6	C3.03	01.01.2020 12:03:00	9.172337	18.27324	20.199486
e21f7bc37fdc46bf911f11e4d2095e2e	C3.02	01.01.2020 12:03:00	9.979195	14.142323	19.988873
33010b05012c495aa56fb699589be003	C3.01	01.01.2020 12:03:00	66.62036	19.992966	0
a4b98e11a200457cb32559f1604deefc	C3.01	01.01.2020 12:03:00	24.475489	20.281254	0
e9ce10747ffd4d9cbdb1a79797803adc	C3.01	01.01.2020 12:03:00	0	19.21959	6.7766433
b1d66ad504b64339a7cef62d22dcb468	C3.02	01.01.2020 12:03:00	0	0	10.027698
097d7b56ad5a4bef93cf64388f1c382c	C3.01	01.01.2020 12:03:00	28.335281	22.558945	6.399808
b4b387f0fdee4feba0d77d113e976065	C3.01	01.01.2020 12:03:00	0	39.455177	9.444456
9824c45db7be462ab523a7d80f84bd6d	C3.02	01.01.2020 12:03:00	14.991293	33.79368	0
2c429993257342fbad6d676046962061	C3.02	01.01.2020 12:03:00	0	0	9.470953
596780b8b29c4931b6474640d219ab81	C3.01	01.01.2020 12:03:00	20.471603	20.693241	5.8333035
c7f39281a8274d829f96b7a02b3e43e3	C3.03	01.01.2020 12:03:00	0	0	14.797688
73f7eeb8ec5243858f9ec2dfcaea6033	C3.03	01.01.2020 12:03:00	6.990816	0	55.882393
3a23ddf84bbc42158c7ad58b4f8e8ee2	C3.02	01.01.2020 12:03:00	14.5267105	0	0
5a458027724c454eb485adfe7344a804	C3.01	01.01.2020 12:03:00	31.364483	0	0
6ae954141a964add89245c377fb6d1ea	C3.01	01.01.2020 12:04:00	40.776367	19.311102	7.1409006
f4bbde7a3e114100bdba9a3f6784bc60	C3.02	01.01.2020 12:04:00	9.16898	19.658138	13.454828
cbfb186d05644235a948241fb896cf60	C3.01	01.01.2020 12:04:00	0	18.808455	0
f29b5b253544424bbbe0d83e5bad0a10	C3.01	01.01.2020 12:04:00	0	20.770191	6.707079
c0ae6612fb4b4361ae56ca1bb2822b45	C3.02	01.01.2020 12:04:00	9.524047	0	0
e38c2db1fb1146a5b33bb91874a68112	C3.02	01.01.2020 12:04:00	10.382883	0	0
486ef56c846b4ee9badcbe35c0f87914	C3.01	01.01.2020 12:04:00	32.94343	28.757645	7.742303
6ffab5cec2774e7a9e3dd51a255ecd3b	C3.02	01.01.2020 12:04:00	16.778442	0	0
2245b7630b2b4086a871f3bf40de5ccc	C3.02	01.01.2020 12:04:00	10.011797	0	0
06fb8a104cc944179134dce57bc3c784	C3.02	01.01.2020 12:04:00	0	21.835428	0
f89da077c76940ffab214be89ec88301	C3.03	01.01.2020 12:04:00	7.8400707	0	0
5f5248e0224748ef8bc748adbe860b14	C3.02	01.01.2020 12:04:00	0	21.548965	0
0690d6645b464bbbb21c583e604408e6	C3.02	01.01.2020 12:04:00	13.461252	21.195608	0
c8665cbdfacf4399a1c3ba0ee67c783f	C3.01	01.01.2020 12:04:00	18.231794	62.41613	8.674627
ae8b36d49ed64ecb9ea045514536b03e	C3.03	01.01.2020 12:04:00	0	14.483831	22.62719
fa095518ce334658862e91ff607474b6	C3.03	01.01.2020 12:04:00	9.514596	18.115168	19.550068
e21f7bc37fdc46bf911f11e4d2095e2e	C3.02	01.01.2020 12:04:00	10.0970125	14.369084	20.303255
33010b05012c495aa56fb699589be003	C3.01	01.01.2020 12:04:00	72.203964	17.98167	6.8707037
a4b98e11a200457cb32559f1604deefc	C3.01	01.01.2020 12:04:00	23.50956	20.651455	0
e9ce10747ffd4d9cbdb1a79797803adc	C3.01	01.01.2020 12:04:00	31.4642	18.270775	6.7083983
b1d66ad504b64339a7cef62d22dcb468	C3.02	01.01.2020 12:04:00	13.616199	67.52248	10.060324
097d7b56ad5a4bef93cf64388f1c382c	C3.01	01.01.2020 12:04:00	27.840809	0	0
b4b387f0fdee4feba0d77d113e976065	C3.01	01.01.2020 12:04:00	18.445911	38.007412	9.1175785
9824c45db7be462ab523a7d80f84bd6d	C3.02	01.01.2020 12:04:00	13.323303	34.19873	11.516543
2c429993257342fbad6d676046962061	C3.02	01.01.2020 12:04:00	0	0	9.927707
596780b8b29c4931b6474640d219ab81	C3.01	01.01.2020 12:04:00	21.753935	20.455112	0
c7f39281a8274d829f96b7a02b3e43e3	C3.03	01.01.2020 12:04:00	9.160636	0	15.973422
73f7eeb8ec5243858f9ec2dfcaea6033	C3.03	01.01.2020 12:04:00	6.971998	10.238506	53.541145
3a23ddf84bbc42158c7ad58b4f8e8ee2	C3.02	01.01.2020 12:04:00	0	0	11.949146
5a458027724c454eb485adfe7344a804	C3.01	01.01.2020 12:04:00	34.14259	0	0
6ae954141a964add89245c377fb6d1ea	C3.01	01.01.2020 12:05:00	0	20.226053	0
f4bbde7a3e114100bdba9a3f6784bc60	C3.02	01.01.2020 12:05:00	0	0	13.920147
cbfb186d05644235a948241fb896cf60	C3.01	01.01.2020 12:05:00	61.15448	17.374584	6.9055414
f29b5b253544424bbbe0d83e5bad0a10	C3.01	01.01.2020 12:05:00	0	23.454697	6.0829325
c0ae6612fb4b4361ae56ca1bb2822b45	C3.02	01.01.2020 12:05:00	10.2001295	18.246895	0
e38c2db1fb1146a5b33bb91874a68112	C3.02	01.01.2020 12:05:00	0	25.66976	0
486ef56c846b4ee9badcbe35c0f87914	C3.01	01.01.2020 12:05:00	0	26.478764	0
6ffab5cec2774e7a9e3dd51a255ecd3b	C3.02	01.01.2020 12:05:00	15.107629	34.576336	0
2245b7630b2b4086a871f3bf40de5ccc	C3.02	01.01.2020 12:05:00	0	0	15.161398
06fb8a104cc944179134dce57bc3c784	C3.02	01.01.2020 12:05:00	16.514513	21.155663	10.411026
f89da077c76940ffab214be89ec88301	C3.03	01.01.2020 12:05:00	7.9500523	11.580706	0
5f5248e0224748ef8bc748adbe860b14	C3.02	01.01.2020 12:05:00	0	0	13.763007
0690d6645b464bbbb21c583e604408e6	C3.02	01.01.2020 12:05:00	13.835037	21.833023	13.051333
c8665cbdfacf4399a1c3ba0ee67c783f	C3.01	01.01.2020 12:05:00	18.38778	0	0
ae8b36d49ed64ecb9ea045514536b03e	C3.03	01.01.2020 12:05:00	9.014779	15.957489	21.808846
fa095518ce334658862e91ff607474b6	C3.03	01.01.2020 12:05:00	0	17.656902	0
e21f7bc37fdc46bf911f11e4d2095e2e	C3.02	01.01.2020 12:05:00	9.618485	0	19.90634
33010b05012c495aa56fb699589be003	C3.01	01.01.2020 12:05:00	66.14908	18.17318	7.3300753
a4b98e11a200457cb32559f1604deefc	C3.01	01.01.2020 12:05:00	23.600685	20.25226	5.995863
e9ce10747ffd4d9cbdb1a79797803adc	C3.01	01.01.2020 12:05:00	0	0	7.3007517
b1d66ad504b64339a7cef62d22dcb468	C3.02	01.01.2020 12:05:00	0	0	10.483822
097d7b56ad5a4bef93cf64388f1c382c	C3.01	01.01.2020 12:05:00	29.92822	21.682007	0
b4b387f0fdee4feba0d77d113e976065	C3.01	01.01.2020 12:05:00	0	37.453156	0
9824c45db7be462ab523a7d80f84bd6d	C3.02	01.01.2020 12:05:00	13.676925	0	11.487354
2c429993257342fbad6d676046962061	C3.02	01.01.2020 12:05:00	14.731075	96.41301	0
596780b8b29c4931b6474640d219ab81	C3.01	01.01.2020 12:05:00	0	0	6.5166593
c7f39281a8274d829f96b7a02b3e43e3	C3.03	01.01.2020 12:05:00	0	18.688053	14.8143635
73f7eeb8ec5243858f9ec2dfcaea6033	C3.03	01.01.2020 12:05:00	7.176652	10.019084	0
3a23ddf84bbc42158c7ad58b4f8e8ee2	C3.02	01.01.2020 12:05:00	0	0	13.081181
5a458027724c454eb485adfe7344a804	C3.01	01.01.2020 12:05:00	31.001413	0	7.8251667
6ae954141a964add89245c377fb6d1ea	C3.01	01.01.2020 12:06:00	50.57054	18.541271	0
f4bbde7a3e114100bdba9a3f6784bc60	C3.02	01.01.2020 12:06:00	9.01939	0	14.226828
cbfb186d05644235a948241fb896cf60	C3.01	01.01.2020 12:06:00	70.12683	18.422085	6.843568
f29b5b253544424bbbe0d83e5bad0a10	C3.01	01.01.2020 12:06:00	20.491468	21.263428	0
c0ae6612fb4b4361ae56ca1bb2822b45	C3.02	01.01.2020 12:06:00	0	0	16.625378
e38c2db1fb1146a5b33bb91874a68112	C3.02	01.01.2020 12:06:00	0	24.056395	0
486ef56c846b4ee9badcbe35c0f87914	C3.01	01.01.2020 12:06:00	30.58437	28.246527	0
6ffab5cec2774e7a9e3dd51a255ecd3b	C3.02	01.01.2020 12:06:00	15.98213	31.951319	10.97467
2245b7630b2b4086a871f3bf40de5ccc	C3.02	01.01.2020 12:06:00	0	21.898457	15.23255
06fb8a104cc944179134dce57bc3c784	C3.02	01.01.2020 12:06:00	16.528404	23.342918	10.351422
f89da077c76940ffab214be89ec88301	C3.03	01.01.2020 12:06:00	7.794185	0	0
5f5248e0224748ef8bc748adbe860b14	C3.02	01.01.2020 12:06:00	10.148819	24.150196	13.998928
0690d6645b464bbbb21c583e604408e6	C3.02	01.01.2020 12:06:00	0	21.177021	12.917589
c8665cbdfacf4399a1c3ba0ee67c783f	C3.01	01.01.2020 12:06:00	16.355768	58.231014	8.097698
ae8b36d49ed64ecb9ea045514536b03e	C3.03	01.01.2020 12:06:00	9.238945	15.735323	22.008444
fa095518ce334658862e91ff607474b6	C3.03	01.01.2020 12:06:00	9.175549	0	18.58804
e21f7bc37fdc46bf911f11e4d2095e2e	C3.02	01.01.2020 12:06:00	0	0	18.217344
33010b05012c495aa56fb699589be003	C3.01	01.01.2020 12:06:00	69.4628	0	7.4042645
a4b98e11a200457cb32559f1604deefc	C3.01	01.01.2020 12:06:00	23.623693	22.268196	6.3398805
e9ce10747ffd4d9cbdb1a79797803adc	C3.01	01.01.2020 12:06:00	0	0	6.941799
b1d66ad504b64339a7cef62d22dcb468	C3.02	01.01.2020 12:06:00	12.904802	66.49541	10.961346
097d7b56ad5a4bef93cf64388f1c382c	C3.01	01.01.2020 12:06:00	0	21.977678	0
b4b387f0fdee4feba0d77d113e976065	C3.01	01.01.2020 12:06:00	18.361837	0	0
9824c45db7be462ab523a7d80f84bd6d	C3.02	01.01.2020 12:06:00	14.354219	32.810577	11.2069645
2c429993257342fbad6d676046962061	C3.02	01.01.2020 12:06:00	14.501365	109.59423	0
596780b8b29c4931b6474640d219ab81	C3.01	01.01.2020 12:06:00	22.32906	20.938465	6.2772636
c7f39281a8274d829f96b7a02b3e43e3	C3.03	01.01.2020 12:06:00	9.109661	0	0
73f7eeb8ec5243858f9ec2dfcaea6033	C3.03	01.01.2020 12:06:00	0	10.232117	53.4178
3a23ddf84bbc42158c7ad58b4f8e8ee2	C3.02	01.01.2020 12:06:00	0	0	12.90801
5a458027724c454eb485adfe7344a804	C3.01	01.01.2020 12:06:00	29.779388	0	0
6ae954141a964add89245c377fb6d1ea	C3.01	01.01.2020 12:07:00	45.070396	0	7.771942
f4bbde7a3e114100bdba9a3f6784bc60	C3.02	01.01.2020 12:07:00	0	20.467865	13.881752
cbfb186d05644235a948241fb896cf60	C3.01	01.01.2020 12:07:00	61.37816	17.424084	6.441619
f29b5b253544424bbbe0d83e5bad0a10	C3.01	01.01.2020 12:07:00	0	21.637379	0
c0ae6612fb4b4361ae56ca1bb2822b45	C3.02	01.01.2020 12:07:00	9.472685	0	0
e38c2db1fb1146a5b33bb91874a68112	C3.02	01.01.2020 12:07:00	0	26.583038	0
486ef56c846b4ee9badcbe35c0f87914	C3.01	01.01.2020 12:07:00	29.919031	25.639694	7.2186575
6ffab5cec2774e7a9e3dd51a255ecd3b	C3.02	01.01.2020 12:07:00	16.845354	0	0
2245b7630b2b4086a871f3bf40de5ccc	C3.02	01.01.2020 12:07:00	9.319075	21.496853	14.969863
06fb8a104cc944179134dce57bc3c784	C3.02	01.01.2020 12:07:00	15.349533	19.954079	0
f89da077c76940ffab214be89ec88301	C3.03	01.01.2020 12:07:00	7.984711	0	0
5f5248e0224748ef8bc748adbe860b14	C3.02	01.01.2020 12:07:00	9.906688	23.168272	0
0690d6645b464bbbb21c583e604408e6	C3.02	01.01.2020 12:07:00	12.4117565	21.959404	14.292865
c8665cbdfacf4399a1c3ba0ee67c783f	C3.01	01.01.2020 12:07:00	0	65.25161	8.8035755
ae8b36d49ed64ecb9ea045514536b03e	C3.03	01.01.2020 12:07:00	0	13.974832	23.559427
fa095518ce334658862e91ff607474b6	C3.03	01.01.2020 12:07:00	0	0	19.268936
e21f7bc37fdc46bf911f11e4d2095e2e	C3.02	01.01.2020 12:07:00	10.243603	13.4144535	20.371752
33010b05012c495aa56fb699589be003	C3.01	01.01.2020 12:07:00	63.0253	16.695118	6.659704
a4b98e11a200457cb32559f1604deefc	C3.01	01.01.2020 12:07:00	24.778137	21.423637	6.4723344
e9ce10747ffd4d9cbdb1a79797803adc	C3.01	01.01.2020 12:07:00	29.689575	0	0
b1d66ad504b64339a7cef62d22dcb468	C3.02	01.01.2020 12:07:00	0	0	9.366034
097d7b56ad5a4bef93cf64388f1c382c	C3.01	01.01.2020 12:07:00	29.159414	0	7.028331
b4b387f0fdee4feba0d77d113e976065	C3.01	01.01.2020 12:07:00	19.534641	39.10018	0
9824c45db7be462ab523a7d80f84bd6d	C3.02	01.01.2020 12:07:00	13.858131	0	12.110687
2c429993257342fbad6d676046962061	C3.02	01.01.2020 12:07:00	14.175217	0	9.41765
596780b8b29c4931b6474640d219ab81	C3.01	01.01.2020 12:07:00	20.409052	0	6.066222
c7f39281a8274d829f96b7a02b3e43e3	C3.03	01.01.2020 12:07:00	0	18.471375	0
73f7eeb8ec5243858f9ec2dfcaea6033	C3.03	01.01.2020 12:07:00	7.1217833	10.289848	52.64575
3a23ddf84bbc42158c7ad58b4f8e8ee2	C3.02	01.01.2020 12:07:00	15.320631	0	0
5a458027724c454eb485adfe7344a804	C3.01	01.01.2020 12:07:00	0	0	8.878333
6ae954141a964add89245c377fb6d1ea	C3.01	01.01.2020 12:08:00	46.687164	19.008118	7.2629223
f4bbde7a3e114100bdba9a3f6784bc60	C3.02	01.01.2020 12:08:00	8.91646	21.175749	0
cbfb186d05644235a948241fb896cf60	C3.01	01.01.2020 12:08:00	63.525455	17.907894	6.6313953
f29b5b253544424bbbe0d83e5bad0a10	C3.01	01.01.2020 12:08:00	0	0	6.523202
c0ae6612fb4b4361ae56ca1bb2822b45	C3.02	01.01.2020 12:08:00	0	19.952229	14.759287
e38c2db1fb1146a5b33bb91874a68112	C3.02	01.01.2020 12:08:00	0	26.159252	13.876004
486ef56c846b4ee9badcbe35c0f87914	C3.01	01.01.2020 12:08:00	0	27.595465	7.691353
6ffab5cec2774e7a9e3dd51a255ecd3b	C3.02	01.01.2020 12:08:00	0	0	11.100466
2245b7630b2b4086a871f3bf40de5ccc	C3.02	01.01.2020 12:08:00	9.483902	21.928953	0
06fb8a104cc944179134dce57bc3c784	C3.02	01.01.2020 12:08:00	0	22.323658	11.449293
f89da077c76940ffab214be89ec88301	C3.03	01.01.2020 12:08:00	0	0	34.58996
5f5248e0224748ef8bc748adbe860b14	C3.02	01.01.2020 12:08:00	0	23.50069	13.643354
0690d6645b464bbbb21c583e604408e6	C3.02	01.01.2020 12:08:00	12.108526	0	0
c8665cbdfacf4399a1c3ba0ee67c783f	C3.01	01.01.2020 12:08:00	18.460358	0	8.198248
ae8b36d49ed64ecb9ea045514536b03e	C3.03	01.01.2020 12:08:00	9.31447	0	0
fa095518ce334658862e91ff607474b6	C3.03	01.01.2020 12:08:00	0	16.543154	0
e21f7bc37fdc46bf911f11e4d2095e2e	C3.02	01.01.2020 12:08:00	9.654062	0	0
33010b05012c495aa56fb699589be003	C3.01	01.01.2020 12:08:00	67.78163	0	6.9813495
a4b98e11a200457cb32559f1604deefc	C3.01	01.01.2020 12:08:00	23.740776	20.31047	6.5119495
e9ce10747ffd4d9cbdb1a79797803adc	C3.01	01.01.2020 12:08:00	30.430288	18.12596	6.325093
b1d66ad504b64339a7cef62d22dcb468	C3.02	01.01.2020 12:08:00	0	69.85067	10.555031
097d7b56ad5a4bef93cf64388f1c382c	C3.01	01.01.2020 12:08:00	0	0	6.445488
b4b387f0fdee4feba0d77d113e976065	C3.01	01.01.2020 12:08:00	0	0	8.783104
9824c45db7be462ab523a7d80f84bd6d	C3.02	01.01.2020 12:08:00	13.171471	32.92923	10.73801
2c429993257342fbad6d676046962061	C3.02	01.01.2020 12:08:00	0	103.14738	0
596780b8b29c4931b6474640d219ab81	C3.01	01.01.2020 12:08:00	0	19.535849	6.47419
c7f39281a8274d829f96b7a02b3e43e3	C3.03	01.01.2020 12:08:00	8.883532	19.055103	15.769438
73f7eeb8ec5243858f9ec2dfcaea6033	C3.03	01.01.2020 12:08:00	6.725825	10.476473	0
3a23ddf84bbc42158c7ad58b4f8e8ee2	C3.02	01.01.2020 12:08:00	15.504984	0	0
5a458027724c454eb485adfe7344a804	C3.01	01.01.2020 12:08:00	0	20.644985	8.503659
